usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes,id_comentario,texto_limpo,n_palavras,categorias,n_categorias,categoria_principal,sent_score,sent_polaridade,sent_intensidade,sent_n_palavras
candice_thieres,candice_thieres,"Minha mae no auge se seus quase 80 anos disse na lata pra mim que estou abandonando minhas filhas, pois vou fazer um intercâmbio e elas irão ficar c o pai delas por um ano. Que responsabilidade de pai é diferente da mãe, ou seja, pai so da o dinheiro mãe faz todo o resto.",2023-01-17T18:19:03Z,"Jan 17, 2023",121w,1,31,"Minha mae no auge se seus quase 80 anos disse na lata pra mim que estou abandonando minhas filhas, pois vou fazer um intercâmbio e elas irão ficar c o pai delas por um ano. Que responsabilidade de pai é diferente da mãe, ou seja, pai so da o dinheiro mãe faz todo o resto.",55,,1,diferenciacao_material,-0.5,negativo,0.5,1
emillifischer,emillifischer,"as tarefas domésticas eram todas minha e da minha irmã , enquanto meu irmão não fazia nada",2023-01-17T18:11:48Z,"Jan 17, 2023",121w,1,32,"as tarefas domésticas eram todas minha e da minha irmã , enquanto meu irmão não fazia nada",17,,0,sem_categoria,0,neutro,0,0
danisilveiragarrote,danisilveiragarrote,"Eu também tive uma experiência diferente! Meu irmão foi criado da mesma forma que eu e minha irmã e minha mãe sempre frisou que ele nunca fizesse com uma mulher o que não gostaria que fizessem com as irmãs! Tivemos uma criação amorosa, pelos meus pais que sempre quiseram que ficássemos nos estudos! Ajudar em casa nunca foi uma prioridade exclusiva das filhas, todos nós dividíamos tarefas e hoje na criação dos meus 3 meninos levo muito do que aprendi com meus pais pra eles❤️",2023-01-17T17:53:58Z,"Jan 17, 2023",121w,1,33,"Eu também tive uma experiência diferente! Meu irmão foi criado da mesma forma que eu e minha irmã e minha mãe sempre frisou que ele nunca fizesse com uma mulher o que não gostaria que fizessem com as irmãs! Tivemos uma criação amorosa, pelos meus pais que sempre quiseram que ficássemos nos estudos! Ajudar em casa nunca foi uma prioridade exclusiva das filhas, todos nós dividíamos tarefas e hoje na criação dos meus 3 meninos levo muito do que aprendi com meus pais pra eles❤️",85,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
mari.gouvea,mari.gouvea,"Sou a primeira filha. Minha irmã nasceu pouco depois de mim e meu irmão só veio 7 anos depois. Meus pais diziam que tínhamos que aprender a fazer tarefas domésticas desde muito pequenas. Mas quando meu irmão atingiu a idade que tínhamos quando começamos a aprender a cuidar da casa, fomos entendendo que ele não era poupado por ser pequeno mas sim por ser homem. Isso se confirmou porque via também a sobrecarga da minha mãe mãe tarefas domésticas (Ela trabalhava fora como o meu pai mas ele não cuidava da casa). Foi assim que passei a me identificar como feminista. Eu e minha irmã começamos a nos rebelar e só fazíamos o que meu irmão fizesse também. Aprendi e ensinei muito a ele sobre igualdade de gênero e hoje ele é um homem feminista.",2023-01-17T16:44:17Z,"Jan 17, 2023",121w,5,34,"Sou a primeira filha. Minha irmã nasceu pouco depois de mim e meu irmão só veio 7 anos depois. Meus pais diziam que tínhamos que aprender a fazer tarefas domésticas desde muito pequenas. Mas quando meu irmão atingiu a idade que tínhamos quando começamos a aprender a cuidar da casa, fomos entendendo que ele não era poupado por ser pequeno mas sim por ser homem. Isso se confirmou porque via também a sobrecarga da minha mãe mãe tarefas domésticas (Ela trabalhava fora como o meu pai mas ele não cuidava da casa). Foi assim que passei a me identificar como feminista. Eu e minha irmã começamos a nos rebelar e só fazíamos o que meu irmão fizesse também. Aprendi e ensinei muito a ele sobre igualdade de gênero e hoje ele é um homem feminista.",135,,1,diferenciacao_domestica,0,neutro,0,0
thaissciota,thaissciota,"Eu tinha horário pra chegar em casa, meus irmãos, não. Eles ganharam um carro quando completaram 18 anos, eu, não. Eu lavava a louça, eles só deixavam os pratos na mesa. E por aí vai...",2023-01-17T16:30:09Z,"Jan 17, 2023",121w,1,35,"Eu tinha horário pra chegar em casa, meus irmãos, não. Eles ganharam um carro quando completaram 18 anos, eu, não. Eu lavava a louça, eles só deixavam os pratos na mesa. E por aí vai...",35,,1,diferenciacao_domestica,0,neutro,0,0
vilsonpmartins,vilsonpmartins,"Segui o exemplo do meu pai e da minha mãe, os dois trabalhavam fora, em casa os dois faziam de tudo, e foi assim que ensinaram eu e meus irmãos, hoje sou casado, eu e minha esposa trabalhamos fora, eu faço de tudo, lavar louça, lavar roupa, almoço,janta etc... estou de férias cuidando do nosso bebê de 1 ano e meio e cuidando da casa. Sei que poucos são assim, e a maioria dos homens ainda acham que não é obrigação cuidar de casa e dos filhos da mesma forma que a mulher cuida, a maioria tem até preconceito em fazer e tiram onda com quem faz, porém eu tenho orgulho disso.",2023-01-17T16:30:06Z,"Jan 17, 2023",121w,0,36,"Segui o exemplo do meu pai e da minha mãe, os dois trabalhavam fora, em casa os dois faziam de tudo, e foi assim que ensinaram eu e meus irmãos, hoje sou casado, eu e minha esposa trabalhamos fora, eu faço de tudo, lavar louça, lavar roupa, almoço,janta etc... estou de férias cuidando do nosso bebê de 1 ano e meio e cuidando da casa. Sei que poucos são assim, e a maioria dos homens ainda acham que não é obrigação cuidar de casa e dos filhos da mesma forma que a mulher cuida, a maioria tem até preconceito em fazer e tiram onda com quem faz, porém eu tenho orgulho disso.",112,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
fernandarainha_,fernandarainha_,"Segue meu relato: Sou filha de pais separados, fui criada pelo meu pai e mais 2 irmãos (1 mais velho e 1 mais novo) Éramos os 4 mosqueteiros e posso dizer que sou tão abençoada pela família que tenho (minha mãe tbm é presente).No meu ultimo aniversário meu pai postou: “Hoje é o dia dela, da número 02, mas não foi fraquejada não, pq ela é forte, trabalhadora, tem seus sonhos e busca seu espaço no mundo!”Sinto muito, pelas meninas que não tiveram a mesma criação, desde os Serviços de casa, que eram divididos pelos 3, a decisões de estudo, profissao, namoro etc.",2023-01-17T16:21:39Z,"Jan 17, 2023",121w,3,37,"Segue meu relato: Sou filha de pais separados, fui criada pelo meu pai e mais 2 irmãos (1 mais velho e 1 mais novo) Éramos os 4 mosqueteiros e posso dizer que sou tão abençoada pela família que tenho (minha mãe tbm é presente).No meu ultimo aniversário meu pai postou: “Hoje é o dia dela, da número 02, mas não foi fraquejada não, pq ela é forte, trabalhadora, tem seus sonhos e busca seu espaço no mundo!”Sinto muito, pelas meninas que não tiveram a mesma criação, desde os Serviços de casa, que eram divididos pelos 3, a decisões de estudo, profissao, namoro etc.",103,,3,diferenciacao_domestica,0,neutro,0,0
anaoliveiractba,anaoliveiractba,"Parabéns pela abordagem, muito necessária 🙏🏼. Daria um livro, mas se posso dizer algo foi sobre a inversão de papéis. No meu ponto de vista, minha mãe deixou meu irmão do meio ser meu pai por alguns anos... Terapia e uma busca constante por auto conhecimento tem me ajudado a suprrdr",2023-01-17T15:18:08Z,"Jan 17, 2023",121w,1,38,"Parabéns pela abordagem, muito necessária 🙏🏼. Daria um livro, mas se posso dizer algo foi sobre a inversão de papéis. No meu ponto de vista, minha mãe deixou meu irmão do meio ser meu pai por alguns anos... Terapia e uma busca constante por auto conhecimento tem me ajudado a suprrdr",51,,0,sem_categoria,0,neutro,0,0
carolisfranca,carolisfranca,"Somos 3, eu a mais nova e única menina, um lavava, outro secava e outro guardava a louça e etc… obrigada aos meus pais por esse posicionamento, sei que fomos uma excessão.",2023-01-17T14:48:02Z,"Jan 17, 2023",121w,0,39,"Somos 3, eu a mais nova e única menina, um lavava, outro secava e outro guardava a louça e etc… obrigada aos meus pais por esse posicionamento, sei que fomos uma excessão.",32,,1,diferenciacao_domestica,0,neutro,0,0
teonilia.ed,teonilia.ed,"Eu e as minhas irmãs graças a Deus não tivemos uma educação e/ou tratamento diferente. Foi smp mto legal, a gente brincava juntos de tudo, inclusive qdo a gente qria brincar de penteados e maquiagem, ""a modelo"" era o meu irmão mais velho q mesmo depois de já rapaz até vestido ele permitia q a gente escolhesse p.ele vestir... Nas demais brincadeiras era junto e misturado, p sair tbm e no tratamento dos irmãos c a gente, papai smp repeti p.eles nos respeitarem, a mãe era mais dura ainda... Ñ foi prefeito, mais ñ temos do q reclamar",2023-01-17T14:47:05Z,"Jan 17, 2023",121w,1,40,"Eu e as minhas irmãs graças a Deus não tivemos uma educação e/ou tratamento diferente. Foi smp mto legal, a gente brincava juntos de tudo, inclusive qdo a gente qria brincar de penteados e maquiagem, ""a modelo"" era o meu irmão mais velho q mesmo depois de já rapaz até vestido ele permitia q a gente escolhesse p.ele vestir... Nas demais brincadeiras era junto e misturado, p sair tbm e no tratamento dos irmãos c a gente, papai smp repeti p.eles nos respeitarem, a mãe era mais dura ainda... Ñ foi prefeito, mais ñ temos do q reclamar",98,,1,diferenciacao_liberdades,-0.5,negativo,0.5,1
estermartins75,estermartins75,Eu e minhas irmãs tínhamos que limpar toda a casa e fazer todo o serviço e meus irmão nunca nem pegaram na vassoura! 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,2023-01-17T14:31:00Z,"Jan 17, 2023",121w,1,41,Eu e minhas irmãs tínhamos que limpar toda a casa e fazer todo o serviço e meus irmão nunca nem pegaram na vassoura! 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,24,,1,diferenciacao_domestica,0,neutro,0,0
gabsgblog,gabsgblog,"Aqui eu falo mesmo. Meus pais: 'Ai, ele é assim. Não quero briga.' Eu continuo falando. Cansei. Não calo mais minha voz.",2023-01-17T14:06:52Z,"Jan 17, 2023",121w,1,42,"Aqui eu falo mesmo. Meus pais: 'Ai, ele é assim. Não quero briga.' Eu continuo falando. Cansei. Não calo mais minha voz.",22,,0,sem_categoria,0,neutro,0,0
4nna_giselly,4nna_giselly,"Gente, eu sofro machismo pela minha mãe kkkkkkkkkkk.",2023-01-17T13:58:01Z,"Jan 17, 2023",121w,0,43,"Gente, eu sofro machismo pela minha mãe kkkkkkkkkkk.",8,,1,consciencia_resistencia,-0.5,negativo,0.5,1
aceciliamontenegro,aceciliamontenegro,"Meus 3 irmãos tiraram CNH aos 18, pagas pelo meu pai. Eu tirei aos 20, porque meu avô pagou. Detalhe: meu pai alegava que era porque os 3 trabalharam na empresa dele. Mas eu também trabalhava, passava o dia indo em banco e resolver as coisas e pra ir à faculdade ele não deixava, alegando que eu era imatura pra dirigir só. 😢",2023-01-17T13:39:04Z,"Jan 17, 2023",121w,1,44,"Meus 3 irmãos tiraram CNH aos 18, pagas pelo meu pai. Eu tirei aos 20, porque meu avô pagou. Detalhe: meu pai alegava que era porque os 3 trabalharam na empresa dele. Mas eu também trabalhava, passava o dia indo em banco e resolver as coisas e pra ir à faculdade ele não deixava, alegando que eu era imatura pra dirigir só. 😢",63,,1,diferenciacao_educacional,0,neutro,0,0
jamila.souzasanto,jamila.souzasanto,"Eu trabalhava de 7 as 13 e estuda há 120 km de casa, saia as 16 e chegava 1 da manhã. Acordava às 5:00 e era um looping eterno de privação de sono. Só dormia aos domingos. Um belo domingo meu pai me acordou as 5:40 p passar o uniforme do meu irmão p ele ir trabalhar. Gritei e apanhei. Hoje a realidade mudou… mas as marcas ficaram",2023-01-17T13:38:55Z,"Jan 17, 2023",121w,0,45,"Eu trabalhava de 7 as 13 e estuda há 120 km de casa, saia as 16 e chegava 1 da manhã. Acordava às 5:00 e era um looping eterno de privação de sono. Só dormia aos domingos. Um belo domingo meu pai me acordou as 5:40 p passar o uniforme do meu irmão p ele ir trabalhar. Gritei e apanhei. Hoje a realidade mudou… mas as marcas ficaram",68,,1,diferenciacao_domestica,0,neutro,0,0
amandaavincenzo,amandaavincenzo,"Meu irmão SEMPRE me agredia, eu não revidava só pedia pra ele parar. Minh mae dizia: ""se vc falar para mais uma vez, quem vai te bater sou eu."" Meu pai desde pequeno incentivava meu irmão a ""pegar garotinhas"" e comigo, até depois de adulta tentava impedir meus relacionamentos, não só impedir mas ainda dizer: ""ngm vai te querer.""",2023-01-17T13:37:10Z,"Jan 17, 2023",121w,0,46,"Meu irmão SEMPRE me agredia, eu não revidava só pedia pra ele parar. Minh mae dizia: ""se vc falar para mais uma vez, quem vai te bater sou eu."" Meu pai desde pequeno incentivava meu irmão a ""pegar garotinhas"" e comigo, até depois de adulta tentava impedir meus relacionamentos, não só impedir mas ainda dizer: ""ngm vai te querer.""",59,,0,sem_categoria,0,neutro,0,0
_carolbragga,_carolbragga,"Eu só fui sair (dar rolê) depois dos 20, quando casei com o meu marido. Antes disso nem na esquina podia ir. Meus irmãos beeeeeeeem antes dos 18 saiam e passavam até a noite fora 🙂",2023-01-17T12:56:06Z,"Jan 17, 2023",121w,1,47,"Eu só fui sair (dar rolê) depois dos 20, quando casei com o meu marido. Antes disso nem na esquina podia ir. Meus irmãos beeeeeeeem antes dos 18 saiam e passavam até a noite fora 🙂",36,,1,diferenciacao_liberdades,0,neutro,0,0
camilaatenorio,camilaatenorio,Fiquei em recuperação na escola e como “castigo” não pude ir para um carnaval fora de época. Meu irmão perdeu o ano e pode ir tranquilamente “porque é homem”. Eu tinha carteira de motorista mas não tinha prática e por isso não podia sair com o carro. Ele não tinha carteira e saíra tranquilamente “porque é homem” … vixe são tantas histórias …,2023-01-17T12:33:13Z,"Jan 17, 2023",121w,1,48,Fiquei em recuperação na escola e como “castigo” não pude ir para um carnaval fora de época. Meu irmão perdeu o ano e pode ir tranquilamente “porque é homem”. Eu tinha carteira de motorista mas não tinha prática e por isso não podia sair com o carro. Ele não tinha carteira e saíra tranquilamente “porque é homem” … vixe são tantas histórias …,63,,2,diferenciacao_liberdades,0,neutro,0,0
natalianapoleaoferreira,natalianapoleaoferreira,"Uma vez minha mãe fez uma planilha com o q cada uma ia fazer em casa (nós somos em 4, três mulheres e 1 homem), e o nome do meu irmão não estava, perguntamos o pq?, ela respondeu q pq ele era homem ele não ia fazer.",2023-01-17T12:07:34Z,"Jan 17, 2023",121w,1,49,"Uma vez minha mãe fez uma planilha com o q cada uma ia fazer em casa (nós somos em 4, três mulheres e 1 homem), e o nome do meu irmão não estava, perguntamos o pq?, ela respondeu q pq ele era homem ele não ia fazer.",47,,1,diferenciacao_domestica,0,neutro,0,0
