usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes
eloisa_murbach,eloisa_murbach,"Nossa, muitas diferenças!! A principal delas é que eu nunca pude fazer um curso de inglês ou música ou qualquer coisa que eu sonhava fazer, enquanto meu irmão teve muito mais oportunidades.",2023-01-17T10:27:37.000Z,"Jan 17, 2023",121w,0
ariane_pego36,ariane_pego36,"Meus irmãos podiam dormir com a namorada em casa, eu NUNCA, podiam sair e voltar quando quisessem, se estivessem sem chave eu que tinha que levantar pra abrir, não podia incomodar com barulhos quando estivessem dormindo...",2023-01-17T10:13:31.000Z,"Jan 17, 2023",121w,0
nayra.lima.775,nayra.lima.775,Nem todas as mulheres que crescem com irmãos sofrem isso.,2023-01-17T09:41:34.000Z,"Jan 17, 2023",121w,0
karenalvares,karenalvares,@vivianmatsu @daya.ferreirah,2023-01-17T09:36:39.000Z,"Jan 17, 2023",121w,0
receitaeprosa,receitaeprosa,"A começar pelo serviço doméstico, que eu mulher tinha que fazer e meu irmão não fazia nada. Eu comecei a trabalhar muito cedo e meu salário era praticamente todo para ajudar em casa, meu irmão começou a trabalhar e nunca deu um centavo em casa. Eu tenho 52 e meu irmão 46.",2023-01-17T09:28:06.000Z,"Jan 17, 2023",121w,0
wenia.fernandes6,wenia.fernandes6,"Sou filha caçula e 4 irmãos mais velhos. Nunca pude sair sozinha, ir pra casa de amigos, viajar em excursões da escola. Fui ganhar um pouco de liberdade quando entrei na faculdade. Não podia nada meus irmãos porque eram homens podiam tudo.😢",2023-01-17T08:57:55.000Z,"Jan 17, 2023",121w,0
barcelosmarina,barcelosmarina,Nossa são tantas diferenças…. Todos os serviços domésticos eu e minhas irmãs fazíamos os homens nunca lavaram um copo e nem sequer arrumavam a própria cama.,2023-01-17T08:53:18.000Z,"Jan 17, 2023",121w,0
juliana.bap_triano,juliana.bap_triano,@carinabaptistini vem vê isso....,2023-01-17T07:36:32.000Z,"Jan 17, 2023",121w,1
pris.25_,pris.25_,"O meu irmão pode muito bem ajudar nos feriados e datas especiais em que familiares aparecem aqui em casa, mas SÓ as mulheres é que fazem isso(incluindo eu e eu detesto). E aí de mim se não ajudar 😑",2023-01-17T07:32:55.000Z,"Jan 17, 2023",121w,0
pris.25_,pris.25_,"Quando eu era católica detestava ir a igreja/catequese mas a minha mãe sempre me acordava para ir(de maneira BEM rígida). Na vez do maninho, ele fica em casa se não quiser ir a igreja. Ela nem vai discutir com o anjinho 🤡",2023-01-17T07:29:34.000Z,"Jan 17, 2023",121w,0
pris.25_,pris.25_,"*Meu irmão comendo algo que sabe que é meu* A minha mãe: ""Deverias ter guardado melhor""",2023-01-17T07:26:47.000Z,"Jan 17, 2023",121w,1
pris.25_,pris.25_,"Quando o meu irmão lavava a loiça, a minha mãe não lhe fazia lavar panelas nem tigelas grandes, e ás vezes me pedia a mim para lavar com a desculpa de ""as costas dele"", ""as panelas são pesadas"" e etc. Na minha vez ninguém lavava por mim e eu tbm ficava com dor nas costas de lavar. Pelos vistos as minhas costas importam menos 🤔😑",2023-01-17T07:25:23.000Z,"Jan 17, 2023",121w,0
robertapennaramos,robertapennaramos,"Nossa! Nao sei nem por onde comecar. MEU irmao q definia SE EU podia sair ou não. Dividiamos o carro mas Como ele n queria pegar carona no's Dias Dele, EU tinha q leva-lo ate o Centro e DPS it para o outro lado da cidade, DPS EU Voltava AO Centro p estudar, ele pegava o carro e EU q me virava p Voltar. Todas as discussoes, ia ""contar pro papai"" pq sabia q homem apoia homem. E Mt mais...",2023-01-17T07:23:51.000Z,"Jan 17, 2023",121w,0
only_w0man,only_w0man,@zanellovaleska,2023-01-17T06:13:55.000Z,"Jan 17, 2023",121w,0
only_w0man,only_w0man,"Com meus avós maternos, na infância, a diferença era nítida (era mais algo de fazer eu e ele brigarmos, porque sempre fomos muito unidos, felizmente não deu certo); com meu tio paterno, eu sempre gostei de crianças, queria viver todo o desenvolvimento do meu primo, ajudar minha tia — e ela, sinceramente, eu nunca vou perdoar. Em suma, um dia, arrastaram o menino de perto de mim por brincarmos de veterinário juntos (me doía ver ele chorar, e com o tempo, ele ligou o ser isolado comigo, porque bastava eu estar perto que arrastavam ele pra longe), no último, precisei conter ele fisicamente, a mamãe botou no karatê e incentivou dele tentar me agredir. Hoje, nos damos até bem, mas é claro como quando achamos algo em comum que gostamos, rola olhar estranho e a ferida da infância o faz ir pro caminho oposto.",2023-01-17T06:13:10.000Z,"Jan 17, 2023",121w,0
andressamichellek,andressamichellek,"Meu irmão traia a namorada sem medo, em todos e qlqr lugar público, minha mãe nunca recriminou ele, a namorada brigava comigo, e ele me bateu pq eu solteira via a traição.",2023-01-17T03:50:59.000Z,"Jan 17, 2023",121w,0
kerollynne.macedo.silva,kerollynne.macedo.silva,"Ja cresci ouvindo do meu pai q mulher tinha que limpar a casa e cozinhar e que isso nao é tarefa de homem. Ele faz as coisas pra minha mae uma vez na vida e outra na morte e ainda de qqr jeito e chingando, meu irmao so arruma o q é dele, mais adora mandar nos outros pra limpar a casa e fazer coisas que ele poderia ajudar a fazer, nunca lavou uma louça na vida, td deixa jogadoe acha q as mulhetes da casa tem q servir o bonito. Chega 3 da manha de balada e chama a minha mae pra fazer algo pra ele comer, (eu sempre fui proibida de ir pra balada) sempre tive q seguir o caminho da igreja mais meu irmao podia td. Hj sou uma pessoa sem amigos, nao frequento mais a igreja, e moro sozinha pq tenho horror a homem. 😉 entre milhares de outras situacoes.",2023-01-17T03:12:44.000Z,"Jan 17, 2023",121w,0
vancarje,vancarje,"Noossa, até fiquei chocada com esse post, porque achava que só eu sofria disso. Sou a primeira filha e única mulher. Cheguei atrapalhando a vida dos meus pais, que não estavam prontos qdo vim. Além disso, vim mulher, coisa que meu pai nunca engoliu. Meus dois irmãos são muito unidos entre eles, até hoje. Eu, nunca me senti aceita por eles. Até hoje. Percebo que sou tolerada, não amada. Diversas vezes qdo criança fui deixada de lado nas brincadeiras porque era menina. Minha mãe me doutrinou a ser dona de casa desde cedo, enquanto eles brincavam, eu tinha os afazeres da casa. Hoje, sou divorciada (porque será que nenhum relacionamento dá certo?kkkk), crio meu filho, batalho, tenho meu apartamento, passo perrengues absurdos... nunca nenhum dos meus irmãos me perguntou se meu filho precisa de alguma coisa. Nós almoços de família já ouvi piadas do tipo..""a feminista"", da minha cunhada, que nunca bateu um prego pra ninguém pq meu irmão dá uma vida maravilhosa. Tudo isso, porque nasci mulher.",2023-01-17T03:06:03.000Z,"Jan 17, 2023",121w,0
kamilacaroline,kamilacaroline,Esse é apenas um exemplo dentre de tantos que já aconteceram e continuam se perpetuando! 😉,2023-01-17T02:37:13.000Z,"Jan 16, 2023",121w,0
kamilacaroline,kamilacaroline,"Sou tachada como uma motorista regular pelo meu pai e o motivo é apenas por ser mulher! Já meu irmão é o melhor motorista do mundo, mesmo batendo o carro várias vezes!",2023-01-17T02:34:40.000Z,"Jan 16, 2023",121w,1
zizadasilva,zizadasilva,"Minha família sempre elogiou a inteligência do meu irmão, homem cis pode ser inteligente, um dia avisaram minha mãe que queriam ir na minha escola pq num exame estadual eu tirei uma das melhores noras das escolas publicas do estado… minha mãe nao deixou me darem o prêmio falando q eu nao deveria receber pq eu não poderia me achar mais inteligente (que meu irmão cis)",2023-01-17T02:31:08.000Z,"Jan 16, 2023",121w,9
juliarbchagas,juliarbchagas,"Eu li tantos relatos... Estava relutante em falar, mas acho que é muito necessário. Meu irmão é unilateral, por parte de pai e 11 anos mais velho. Apesar do meu pai morar comigo, sinto como se todo afeto fosse para o meu irmão. Se ele faz o mínimo (o que nem isso faz ) é louvado, se envolve em diversos problemas e etc, mas é sempre o filho de ouro. Eu nunca dei trabalho, como costumo falar, sou um carro de baixa manutenção, mas meu pai sempre age como se eu estivesse errada por qualquer coisa. Como li muitos relatos, é como se o amor por mim estivesse condicionado às tarefas domésticas e aturar tudo calada. Após a terapia, percebi que isso traz sim um peso muito grande. Namoro há qse 6 anos e tenho 25 anos, mas não podemos na casa dos meus pais dormir juntos e se durmo na casa dele e volto na segunda, meu pai reclama. Agora meu irmão não conseguiu manter um casamento por esse período. Não consegue ter um relacionamento saudável e duradouro e nas nossas raras conversas, eu percebia que ele estava sempre querendo mostrar algum erro meu. Um episódio TOSCO que nunca vou esquecer foi quando fomos ao mercado, ele com 18 e eu com 7 e meu pai junto, comprar sorvete. Eu queria de chocolate e ele de outro sabor. Meu pai levou o sabor que um homem de 18 anos queria e não o que uma criança. E ainda não entendem pq eu faço terapia 👍🏿",2023-01-17T02:26:03.000Z,"Jan 16, 2023",121w,0
bernardes_cibele,bernardes_cibele,"Muitos relatos tristes de.desigualdade, cabe a nós mudarmos esse ciclo e apartir daí começar a curar nossas feridas.Vamos fazer com que nossos filhos cresçam entendo que não existe dentro de casa tarefa de homens ou de mulheres, todos estão no mesmo barco e fora de casa cada um o que quiser e bem entender",2023-01-17T01:14:23.000Z,"Jan 16, 2023",121w,0
deborahloureiro,deborahloureiro,"Eu sempre dividi os afazeres com minha mãe... faxina, comida, roupa, tudo. A tarefa do meu irmão era colocar o lixo na lixeira do prédio e fazer o suco do almoço. E era exaltado diariamente porque era o maior ""suqueiro"" do universo.",2023-01-17T01:02:00.000Z,"Jan 16, 2023",121w,0
beatrizagurgel,beatrizagurgel,"Bora fazer a diferença no hoje e no amanhã, ou seja, como organizamos a nossa família! Só assim isso tudo pode mudar.",2023-01-17T00:24:46.000Z,"Jan 16, 2023",121w,0
denise.porciuncula,denise.porciuncula,Pq será que tem tanta tralha por aí? As próprias mulheres replicam o machismo.,2023-01-17T00:03:26.000Z,"Jan 16, 2023",121w,0
denise.porciuncula,denise.porciuncula,"E somado as tarefas ainda tem muito irmão mais velho que batia...e não era ""briguinha"" de irmão, era de mão fechada mesmo.",2023-01-17T00:01:54.000Z,"Jan 16, 2023",121w,0
mah_ferraribarb,mah_ferraribarb,"Na casa dos meus pais, enquanto solteira, cobrar dos homens que arrumassem as próprias camas era arrumar briga. Lavar louças então era fora de questão pra qualquer homem. Nenhuma tarefa doméstica jamais foi cobrada deles, enquanto eu aos 15 anos se não lavasse a louça antes da minha mãe chegar do trabalho levava bronca. E essa é apenas a ponta do iceberg. Mas não culpo meus pais, foram criados numa sociedade extremamente machista e numa época em que havia pouquíssimo acesso a informação. Hoje busco romper muitos ciclos com meu marido aqui em casa, e minhas filhas são pequenas ainda, mas aprenderão desde cedo que não têm mais obrigações que homem nenhum e que não devem jamais aceitar menos do que merecem.",2023-01-16T23:09:48.000Z,"Jan 16, 2023",121w,0
jessicaimagens,jessicaimagens,"Você tem que manter a casa limpa e fazer a comida , o papel do seu irmão e concerta algo se quebrar 😒. Pra quebrar o tabu , até hoje não sei fazer um arroz , e só limpo a casa quando eu quero 😌😁",2023-01-16T23:07:30.000Z,"Jan 16, 2023",121w,0
botelhoshelly,botelhoshelly,Minha mãe sempre me empoderou nas meu pai teve filhos homens e nos deixou de escanteio e até hj percebo que somos mulheres -macho por sermos independentes.,2023-01-16T23:01:00.000Z,"Jan 16, 2023",121w,0
mariane.farah,mariane.farah,"Ter que ""compensar"" com serviço doméstico por estar morando na casa dos meus pais enquanto meu irmão 4 anos mais velho tem que ser ""poupado"" de lavar a louça que suja",2023-01-16T22:58:24.000Z,"Jan 16, 2023",121w,0
elianaalexandre_,elianaalexandre_,"Minha mãe não me deixava brincar pq eu tinha que fazer os afazeres da casa, e eu questionava pq meu irmão não podia lavar a louça ou me ajudar a organizar casa e podia ir brincar e eu ? a resposta : pq ele é homem.",2023-01-16T22:48:00.000Z,"Jan 16, 2023",121w,0
amandaelimapsi,amandaelimapsi,"Eu cresci com um irmão mais novo que eu sempre fiz questão, atraves da conversa, que ele entendesse como as coisas eram desiguais e que não reproduzisse isso futuramente. São muitos os exemplos, mas os que me marcam até hoje foram:",2023-01-16T22:39:33.000Z,"Jan 16, 2023",121w,0
fernandasobral14,fernandasobral14,"Um dia estava no carro com minha mãe e meu companheiro, então ela pensativa largou: tenho orgulho de todos os meus filhos, um será engenheiro (menção ao meu irmão do meio), o outro professor e músico (menção ao meu irmão caçula), aí ela fez uma pausa como se estivesse esquecido alguém e completou, até meu genro é retado! E me excluiu da fala como se eu não existisse.",2023-01-16T22:38:41.000Z,"Jan 16, 2023",121w,0
mariaclaracfs,mariaclaracfs,"Meus irmãos tiveram patins e eu era louca para andar também, mas não podia porque era “muito nova”. Cresci e os patins nunca chegaram. Meus irmãos aprenderam a andar de bicicleta, eu não. Dizem que eu era muito medrosa, mas me pergunto se o medo era meu mesmo…",2023-01-16T22:34:44.000Z,"Jan 16, 2023",121w,0
_erikaff_,_erikaff_,"Meu pai ensinou meu irmão a dirigir e quando ele fez 18 anos, ganhou de presente a carteira de habilitação. Comigo nunca tocaram no assunto, nem se quer me ensinou, tive de aprender por outros meios. 😢",2023-01-16T22:22:44.000Z,"Jan 16, 2023",121w,0
andrea_monteiro_fotografia,andrea_monteiro_fotografia,"Tenho várias recordações, uma delas eram as aulas de capoeira, meu pai chamava o professor p dar aulas p meus irmãos, mas eu nunca podia fazer. Eu era criança ainda, eles tiravam todas as coisas da sala naqueles dias. Nem sei qual era o motivo que não me deixavam fazer, mas eu ficava sempre olhando eles no canto da sala. Sobre os cuidados com a casa...nem preciso relatar kkk",2023-01-16T22:00:26.000Z,"Jan 16, 2023",121w,0
beliinhaamozartnobre,beliinhaamozartnobre,"Anos 90... Cresci com dois irmãos. Brincávamos de Conan o Bárbaro, jogávamos Mortal Kombati, Sonic, Mario Bros, brincávamos na rua até tarde, jogava futebol, vôlei, queimada, nadávamos nas poças de água na chuva. Minha mãe trabalhava o dia todo, íamos para escola à pé, um cuidava do outro, tínhamos nossas obrigações em casa e na escola. Meu irmão mais velho lavava a louça, eu arrumava as roupas e o mais novo cuidava do nosso pet e lavava o quintal.E olha que sensacional, somos amigos há 43 anos!!Hoje tenho dois filhos, um de 19 e uma de 12. E sempre agi igualmente com os dois. Aqui, homem lava louça( super natural) e mulher lava o carro( super natural tbm).",2023-01-16T21:44:48.000Z,"Jan 16, 2023",121w,0
sanchezarquitetura,sanchezarquitetura,"Meu irmão podia trazer namorada pra dormir em casa, eu não.",2023-01-16T21:27:56.000Z,"Jan 16, 2023",121w,0
silvaadrianadrica,silvaadrianadrica,Eu cresci com 3 irmãos e nunca fui tratada com machismo por nenhum deles!,2023-01-16T21:12:57.000Z,"Jan 16, 2023",121w,0
isamaguiar,isamaguiar,"A limpeza da casa sempre ficava por conta das “meninas”, o privilégio de sair sozinho e as meninas não, enfim…. É até ruim lembrar…",2023-01-16T21:10:28.000Z,"Jan 16, 2023",121w,0
jacque.pereira,jacque.pereira,"Eu sou a filha caçula de 4 filhos, teve uma época que só ficava eu e meu irmão (ele devia ter uns 14 anos) em casa pela manhã, minha mãe trabalhava nesse período. Ele varria a casa e fazia macarrão e arroz, eu só lavava a louça. Quando minha mãe chegava parte do almoço já estava pronto.",2023-01-16T21:09:23.000Z,"Jan 16, 2023",121w,0
